feedback_id,date,channel,segment,journey_stage,region,satisfaction_score,nps_score,feedback_volume,issue_category,friction_score,follow_up_required,follow_up_completed,post_action_score,comment
FB-0229,2026-08-10,Dealer,Urban Commuters,Service,Central,2,3,106,Appointment wait,3,no,no,2,Appointment wait created friction and I expected clearer guidance.
FB-0316,2026-08-11,App,Performance Enthusiasts,Service,South,3,8,83,Repair turnaround,3,yes,yes,5,Repair turnaround took longer than expected but the team communicated.
FB-0104,2026-08-13,Survey,Touring Owners,Purchase,Central,3,8,147,Order tracking,2,yes,yes,4,Mixed experience with order tracking; resolved eventually after follow-up.
FB-0258,2026-08-13,Email,Touring Owners,Ownership,North,5,10,115,Insurance documentation,1,no,no,5,Insurance documentation was handled smoothly across the ownership journey.
FB-0425,2026-08-13,Social,Performance Enthusiasts,Ownership,Central,5,6,49,Insurance documentation,2,no,no,5,Insurance documentation matched expectations and the ownership step felt effortless.
FB-0165,2026-08-15,Survey,Performance Enthusiasts,Service,North,4,10,73,Service cost transparency,2,no,no,4,Clear and proactive handling of service cost transparency; very satisfied.
FB-0284,2026-08-15,Dealer,First-Time Owners,Digital,Central,2,7,54,Feature discovery,3,yes,yes,3,Feature discovery was confusing and slowed the whole digital experience.
FB-0056,2026-08-17,Dealer,Touring Owners,Purchase,North,4,7,62,Test ride,3,no,no,4,Clear and proactive handling of test ride; very satisfied.
FB-0109,2026-08-17,Dealer,Urban Commuters,Service,North,4,8,94,Repair turnaround,2,yes,yes,5,Clear and proactive handling of repair turnaround; very satisfied.
FB-0057,2026-08-19,Email,Urban Commuters,Service,Central,4,5,97,Repair turnaround,3,yes,yes,5,Clear and proactive handling of repair turnaround; very satisfied.
FB-0149,2026-08-19,App,Urban Commuters,Digital,North,4,7,45,Feature discovery,2,no,no,4,Feature discovery was handled smoothly across the digital journey.
FB-0391,2026-08-19,App,Touring Owners,Ownership,North,4,9,103,Insurance documentation,2,yes,yes,5,Insurance documentation matched expectations and the ownership step felt effortless.
FB-0064,2026-08-20,Survey,Urban Commuters,Service,Central,4,8,141,Parts availability,3,yes,yes,5,Parts availability matched expectations and the service step felt effortless.
FB-0450,2026-08-20,Survey,Urban Commuters,Digital,Central,3,5,158,App onboarding,3,yes,yes,5,App onboarding took longer than expected but the team communicated.
FB-0020,2026-08-21,App,First-Time Owners,Digital,North,3,1,111,App onboarding,3,no,no,3,App onboarding took longer than expected but the team communicated.
FB-0291,2026-08-21,App,Urban Commuters,Digital,North,3,6,57,App onboarding,3,yes,yes,5,App onboarding took longer than expected but the team communicated.
FB-0298,2026-08-21,Social,First-Time Owners,Ownership,North,3,1,70,Insurance documentation,4,yes,yes,5,Insurance documentation took longer than expected but the team communicated.
FB-0198,2026-08-23,Email,Urban Commuters,Service,North,5,10,101,Maintenance clarity,1,no,no,5,Clear and proactive handling of maintenance clarity; very satisfied.
FB-0012,2026-08-24,Survey,First-Time Owners,Ownership,North,3,1,117,Insurance documentation,4,no,no,3,Insurance documentation took longer than expected but the team communicated.
FB-0058,2026-08-24,Email,Touring Owners,Ownership,North,4,9,79,Insurance documentation,2,yes,no,4,Insurance documentation was handled smoothly across the ownership journey.
FB-0063,2026-08-24,App,Urban Commuters,Digital,North,4,10,70,Connectivity pairing,3,yes,yes,5,Connectivity pairing was handled smoothly across the digital journey.
FB-0266,2026-08-24,Email,Urban Commuters,Service,North,4,10,146,Appointment wait,2,no,no,4,Appointment wait matched expectations and the service step felt effortless.
FB-0428,2026-08-24,App,Performance Enthusiasts,Digital,Central,2,3,88,Feature discovery,3,yes,yes,4,Feature discovery was confusing and slowed the whole digital experience.
FB-0067,2026-08-25,Survey,Urban Commuters,Digital,North,4,6,134,Digital service booking,2,no,no,4,Digital service booking was handled smoothly across the digital journey.
FB-0330,2026-08-25,App,Urban Commuters,Ownership,North,4,8,61,Warranty registration,2,no,no,4,Warranty registration matched expectations and the ownership step felt effortless.
FB-0352,2026-08-25,Email,Urban Commuters,Digital,North,5,7,146,Account access,2,no,no,5,Account access was handled smoothly across the digital journey.
FB-0187,2026-08-26,Social,First-Time Owners,Service,South,2,4,78,Repair turnaround,2,yes,yes,4,Repair turnaround was confusing and slowed the whole service experience.
FB-0315,2026-08-26,Dealer,Touring Owners,Digital,South,4,8,75,Account access,2,yes,yes,5,Clear and proactive handling of account access; very satisfied.
FB-0335,2026-08-26,Email,Urban Commuters,Purchase,Central,4,8,120,Delivery handover,2,no,no,4,Clear and proactive handling of delivery handover; very satisfied.
FB-0337,2026-08-27,Email,First-Time Owners,Purchase,Central,2,1,111,Financing clarity,4,yes,yes,4,Frustrated with financing clarity during purchase; needed several contacts to resolve.
FB-0427,2026-08-27,Social,First-Time Owners,Ownership,North,4,7,56,Insurance documentation,3,no,no,4,Clear and proactive handling of insurance documentation; very satisfied.
FB-0014,2026-08-28,Survey,First-Time Owners,Digital,Central,2,1,75,App onboarding,3,yes,yes,4,App onboarding was confusing and slowed the whole digital experience.
FB-0267,2026-08-28,App,Urban Commuters,Ownership,Central,4,10,105,Warranty registration,1,no,no,4,Clear and proactive handling of warranty registration; very satisfied.
FB-0306,2026-08-28,App,Urban Commuters,Service,Central,4,6,125,Repair turnaround,3,yes,no,4,Repair turnaround was handled smoothly across the service journey.
FB-0145,2026-08-29,App,Urban Commuters,Purchase,North,3,5,72,Financing clarity,4,no,no,3,Financing clarity took longer than expected but the team communicated.
FB-0327,2026-08-29,Email,Performance Enthusiasts,Ownership,Central,4,4,90,Recall communication,2,no,no,4,Clear and proactive handling of recall communication; very satisfied.
FB-0438,2026-08-29,Survey,Urban Commuters,Purchase,Central,3,5,107,Delivery handover,3,yes,no,3,Delivery handover took longer than expected but the team communicated.
FB-0007,2026-08-30,Survey,Performance Enthusiasts,Ownership,Central,4,7,78,Accessories,3,no,no,4,Clear and proactive handling of accessories; very satisfied.
FB-0094,2026-08-30,Email,Urban Commuters,Ownership,South,2,4,146,Documentation,3,yes,yes,5,Documentation created friction and I expected clearer guidance.
FB-0345,2026-08-30,Email,Urban Commuters,Digital,Central,4,4,148,Connectivity pairing,2,yes,yes,5,Clear and proactive handling of connectivity pairing; very satisfied.
FB-0379,2026-08-30,Social,Performance Enthusiasts,Ownership,North,4,7,63,Insurance documentation,2,no,no,4,Clear and proactive handling of insurance documentation; very satisfied.
FB-0084,2026-08-31,Dealer,First-Time Owners,Purchase,North,3,5,50,Financing clarity,3,no,no,3,Mixed experience with financing clarity; resolved eventually after follow-up.
FB-0146,2026-08-31,Dealer,Touring Owners,Ownership,North,4,6,81,Warranty registration,3,no,no,4,Clear and proactive handling of warranty registration; very satisfied.
FB-0241,2026-08-31,App,First-Time Owners,Purchase,North,3,6,110,Test ride,2,yes,yes,3,Test ride was acceptable but purchase could be smoother.
FB-0019,2026-09-01,Social,First-Time Owners,Digital,South,4,5,89,App onboarding,3,no,no,4,App onboarding was handled smoothly across the digital journey.
FB-0036,2026-09-02,Social,Urban Commuters,Purchase,Central,4,7,65,Test ride,2,no,no,4,Clear and proactive handling of test ride; very satisfied.
FB-0088,2026-09-02,Dealer,Performance Enthusiasts,Digital,North,4,9,41,Account access,1,yes,yes,5,Clear and proactive handling of account access; very satisfied.
FB-0147,2026-09-02,App,Performance Enthusiasts,Service,North,4,3,129,Repair turnaround,4,no,no,4,Repair turnaround was handled smoothly across the service journey.
FB-0173,2026-09-02,App,Urban Commuters,Digital,Central,3,4,74,Digital service booking,3,yes,yes,3,Mixed experience with digital service booking; resolved eventually after follow-up.
FB-0397,2026-09-03,Dealer,Urban Commuters,Digital,North,4,8,106,Account access,3,yes,no,3,Clear and proactive handling of account access; very satisfied.
FB-0214,2026-09-04,Social,First-Time Owners,Service,North,2,2,43,Repair turnaround,4,yes,yes,3,Repair turnaround created friction and I expected clearer guidance.
FB-0003,2026-09-08,Survey,Touring Owners,Digital,South,3,6,120,Feature discovery,3,yes,yes,4,Mixed experience with feature discovery; resolved eventually after follow-up.
FB-0055,2026-09-10,Email,Performance Enthusiasts,Purchase,South,3,3,105,Delivery handover,3,yes,yes,5,Delivery handover was acceptable but purchase could be smoother.
FB-0062,2026-09-10,App,First-Time Owners,Purchase,South,3,1,107,Financing clarity,4,no,no,3,Financing clarity was acceptable but purchase could be smoother.
FB-0202,2026-09-11,App,Urban Commuters,Service,North,3,10,107,Service cost transparency,2,no,no,3,Mixed experience with service cost transparency; resolved eventually after follow-up.
FB-0296,2026-09-11,App,Urban Commuters,Digital,Central,2,4,106,Feature discovery,3,yes,yes,3,Feature discovery was confusing and slowed the whole digital experience.
FB-0305,2026-09-11,Dealer,Touring Owners,Purchase,North,5,10,95,Delivery handover,2,yes,yes,5,Delivery handover matched expectations and the purchase step felt effortless.
FB-0099,2026-09-12,Dealer,Urban Commuters,Purchase,North,4,7,73,Trade-in valuation,3,no,no,4,Trade-in valuation was handled smoothly across the purchase journey.
FB-0406,2026-09-12,Dealer,Urban Commuters,Service,North,5,10,120,Parts availability,2,no,no,5,Parts availability was handled smoothly across the service journey.
FB-0387,2026-09-13,Dealer,Touring Owners,Service,North,5,4,65,Maintenance clarity,3,no,no,5,Maintenance clarity matched expectations and the service step felt effortless.
FB-0404,2026-09-13,App,Touring Owners,Purchase,South,2,9,122,Order tracking,3,no,no,2,Order tracking was confusing and slowed the whole purchase experience.
FB-0159,2026-09-14,Survey,Touring Owners,Ownership,North,3,3,118,Recall communication,3,no,no,3,Recall communication was acceptable but ownership could be smoother.
FB-0041,2026-09-15,Email,First-Time Owners,Purchase,North,4,6,147,Trade-in valuation,2,no,no,4,Clear and proactive handling of trade-in valuation; very satisfied.
FB-0282,2026-09-15,App,First-Time Owners,Purchase,South,2,2,44,Trade-in valuation,3,yes,yes,3,Trade-in valuation created friction and I expected clearer guidance.
FB-0052,2026-09-16,Social,Performance Enthusiasts,Purchase,South,4,6,46,Order tracking,3,no,no,4,Order tracking was handled smoothly across the purchase journey.
FB-0102,2026-09-17,Social,First-Time Owners,Purchase,North,3,8,74,Test ride,3,no,no,3,Test ride was acceptable but purchase could be smoother.
FB-0143,2026-09-17,Social,Performance Enthusiasts,Service,South,3,4,37,Parts availability,4,yes,no,3,Mixed experience with parts availability; resolved eventually after follow-up.
FB-0333,2026-09-17,Survey,Touring Owners,Service,North,4,8,89,Appointment wait,2,no,no,4,Appointment wait was handled smoothly across the service journey.
FB-0043,2026-09-18,Dealer,First-Time Owners,Ownership,North,3,3,83,Accessories,2,yes,yes,5,Mixed experience with accessories; resolved eventually after follow-up.
FB-0153,2026-09-18,Dealer,First-Time Owners,Digital,North,3,2,45,App onboarding,2,yes,yes,5,Mixed experience with app onboarding; resolved eventually after follow-up.
FB-0155,2026-09-18,Survey,Touring Owners,Service,South,4,3,140,Maintenance clarity,3,no,no,4,Clear and proactive handling of maintenance clarity; very satisfied.
FB-0232,2026-09-18,Survey,Touring Owners,Digital,North,4,8,154,Account access,3,no,no,4,Clear and proactive handling of account access; very satisfied.
FB-0288,2026-09-20,Dealer,First-Time Owners,Service,North,4,6,120,Appointment wait,2,no,no,4,Appointment wait was handled smoothly across the service journey.
FB-0189,2026-09-21,Social,First-Time Owners,Purchase,North,2,4,32,Financing clarity,4,yes,yes,3,Financing clarity created friction and I expected clearer guidance.
FB-0006,2026-09-22,Email,First-Time Owners,Purchase,Central,4,4,132,Order tracking,3,no,no,4,Order tracking matched expectations and the purchase step felt effortless.
FB-0013,2026-09-24,Email,First-Time Owners,Digital,South,3,7,85,App onboarding,4,yes,yes,4,App onboarding took longer than expected but the team communicated.
FB-0213,2026-09-24,Email,Performance Enthusiasts,Service,Central,4,8,69,Maintenance clarity,2,no,no,4,Clear and proactive handling of maintenance clarity; very satisfied.
FB-0196,2026-09-25,Survey,Touring Owners,Digital,South,4,10,128,Digital service booking,2,no,no,4,Digital service booking matched expectations and the digital step felt effortless.
FB-0275,2026-09-25,App,Touring Owners,Purchase,North,3,7,56,Test ride,2,yes,yes,4,Mixed experience with test ride; resolved eventually after follow-up.
FB-0367,2026-09-25,Social,Urban Commuters,Digital,Central,4,9,80,Feature discovery,1,no,no,4,Feature discovery matched expectations and the digital step felt effortless.
FB-0035,2026-09-26,App,Urban Commuters,Purchase,Central,3,7,121,Trade-in valuation,3,yes,yes,5,Trade-in valuation took longer than expected but the team communicated.
FB-0045,2026-09-26,App,Touring Owners,Purchase,North,4,7,58,Test ride,3,no,no,4,Test ride matched expectations and the purchase step felt effortless.
FB-0148,2026-09-26,Dealer,First-Time Owners,Purchase,North,4,8,78,Order tracking,2,yes,yes,5,Clear and proactive handling of order tracking; very satisfied.
FB-0150,2026-09-27,Dealer,Urban Commuters,Purchase,Central,3,7,57,Test ride,3,yes,yes,4,Mixed experience with test ride; resolved eventually after follow-up.
FB-0238,2026-09-28,App,Performance Enthusiasts,Ownership,Central,3,8,74,Warranty registration,2,yes,yes,4,Mixed experience with warranty registration; resolved eventually after follow-up.
